Player ID,Original player ID,Sign up date,First deposit date,Partner ID,Company name,Partners email,Partner tags,Campaign ID,Campaign name,Promo ID,Promo code,Player country,Tag: clickid,Tag: os,Tag: source,Tag: sub2,Tag: webID,Date,Prequalified,Duplicate,Self-excluded,Disabled,Currency,FTD count,FTD sum,Deposits count,Deposits sum,Cashouts count,Cashouts sum,Casino bets count,Casino Real NGR,Fixed per player,Casino bets sum,Casino wins sum
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-01 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,11.34,0,0.00,2300,11.33,0.00,2870.87,2781.17
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-02 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,11.35,0,0.00,1068,11.35,0.00,676.72,595.33
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-03 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,11.35,0,0.00,164,11.24,0.00,33.67,20.30
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-04 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,11.36,0,0.00,1356,11.45,0.00,395.43,383.16
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-05 00:00:00 UTC,0,0,0,0,EUR,0,0.00,9,99.43,0,0.00,2597,99.40,0.00,1710.82,1607.46
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-06 00:00:00 UTC,0,0,0,0,EUR,0,0.00,2,22.74,0,0.00,1397,22.52,0.00,612.98,590.46
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-07 00:00:00 UTC,0,0,0,0,EUR,0,0.00,5,59.78,0,0.00,604,60.03,0.00,248.33,186.16
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-08 00:00:00 UTC,0,0,0,0,EUR,0,0.00,11,124.11,0,0.00,7866,31.12,0.00,9095.06,9017.80
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-09 00:00:00 UTC,0,0,0,0,EUR,0,0.00,15,169.25,0,0.00,2591,259.89,0.00,1044.61,784.72
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-10 00:00:00 UTC,0,0,0,0,EUR,0,0.00,11,125.47,0,0.00,2315,127.46,0.00,699.25,568.40
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-11 00:00:00 UTC,0,0,0,0,EUR,0,0.00,7,79.91,0,0.00,2234,79.91,0.00,669.51,589.60
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-12 00:00:00 UTC,0,0,0,0,EUR,0,0.00,15,171.92,0,0.00,5467,157.74,0.00,5466.89,5290.77
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-14 00:00:00 UTC,0,0,0,0,EUR,0,0.00,8,89.91,0,0.00,1543,89.89,0.00,453.18,363.29
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-15 00:00:00 UTC,0,0,0,0,EUR,0,0.00,6,74.14,0,0.00,946,74.15,0.00,634.62,531.69
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-16 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,0,-28.13,0.00,0.00,0.00
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-17 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,132,28.20,0.00,99.57,44.97
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-19 00:00:00 UTC,0,0,0,0,EUR,0,0.00,16,181.86,0,0.00,1659,181.64,0.00,620.46,438.82
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-20 00:00:00 UTC,0,0,0,0,EUR,0,0.00,4,45.08,0,0.00,2589,45.13,0.00,1398.09,1351.77
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-21 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,9.54,0,0.00,34,9.54,0.00,9.82,0.28
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-22 00:00:00 UTC,0,0,0,0,EUR,0,0.00,8,94.25,0,0.00,2352,94.18,0.00,877.17,780.89
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-23 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,1010,0.09,0.00,327.05,297.24
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-24 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,3,-0.06,0.00,1.17,0.07
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-25 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,2,-0.14,0.00,0.56,0.00
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-26 00:00:00 UTC,0,0,0,0,EUR,0,0.00,11,121.73,0,0.00,2693,121.71,0.00,1234.57,1112.16
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-27 00:00:00 UTC,0,0,0,0,EUR,0,0.00,7,78.96,0,0.00,1294,79.02,0.00,362.24,280.96
25723334,860345,2023-09-18 00:00:00 UTC,2025-05-31 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,1annnrlnjm1i,,,,71,2025-06-28 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,40,0.05,0.00,4.46,1.62
25793793,863919,2023-09-25 00:00:00 UTC,2025-06-07 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809597,a5a247036,AU,3doa3fudeof~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,CAspy17-Vlad,,,2025-06-07 00:00:00 UTC,0,0,0,0,EUR,1,17.08,2,34.17,0,0.00,461,34.17,0.00,132.75,98.58
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-10 00:00:00 UTC,0,0,0,0,EUR,1,8.55,5,45.60,0,0.00,1166,45.62,0.00,418.50,369.98
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-11 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,8.55,0,0.00,571,8.37,0.00,132.70,124.33
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-16 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,4,0.18,0.00,0.23,0.05
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-17 00:00:00 UTC,0,0,0,0,EUR,0,0.00,5,47.69,0,0.00,694,47.58,0.00,217.94,167.37
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-19 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,396,0.07,0.00,116.52,109.66
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-24 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,11.43,0,0.00,154,5.34,0.00,43.99,38.65
26523383,895224,2023-11-25 00:00:00 UTC,2025-05-10 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,351501,LU_AU_FB_Android_220,809595,a3ec56d1d,AU,1md72j717e72~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,,AUpic21-VladPwa,,,2025-05-30 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,284,6.00,0.00,125.56,119.56
27055630,925880,2024-01-16 00:00:00 UTC,2025-06-21 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,14e3ms41bm9dj,,,,28,2025-06-21 00:00:00 UTC,0,0,0,0,EUR,1,28.05,1,28.05,0,0.00,143,28.05,0.00,80.23,52.18
27062272,926170,2024-01-17 00:00:00 UTC,2025-06-13 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,18rv9ct1bpf9s,,,,24,2025-06-13 00:00:00 UTC,0,0,0,0,EUR,1,11.25,1,11.25,0,0.00,366,-466.95,0.00,131.41,584.61
27062272,926170,2024-01-17 00:00:00 UTC,2025-06-13 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,18rv9ct1bpf9s,,,,24,2025-06-14 00:00:00 UTC,0,0,0,0,EUR,0,0.00,1,16.86,0,0.00,641,16.78,0.00,181.20,164.42
27062272,926170,2024-01-17 00:00:00 UTC,2025-06-13 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,18rv9ct1bpf9s,,,,24,2025-06-16 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,1,0.06,0.00,0.06,0.00
27082128,927021,2024-01-19 00:00:00 UTC,2025-05-29 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,16lnb581c4psh,,,,29,2025-05-29 00:00:00 UTC,0,0,0,0,EUR,1,57.20,1,57.20,0,0.00,34,56.63,0.00,97.24,40.61
27089574,927415,2024-01-20 00:00:00 UTC,2025-06-07 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,jue1ci1c9cuq,,,,49,2025-06-07 00:00:00 UTC,0,0,0,0,EUR,1,28.47,2,56.95,0,0.00,413,36.08,0.00,159.17,123.09
27089574,927415,2024-01-20 00:00:00 UTC,2025-06-07 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,jue1ci1c9cuq,,,,49,2025-06-08 00:00:00 UTC,0,0,0,0,EUR,0,0.00,0,0.00,0,0.00,0,-0.09,0.00,0.00,0.09
27258537,935415,2024-02-05 00:00:00 UTC,2025-06-05 00:00:00 UTC,153278,Makeberry FB,yuliia.k@makeberry.com tetiana.k@makeberry.com analytics+fb@makeberry.com analytics@makeberry.com v.halchuk+lvlupfb@upstars.com,1. FB 2. Affiliate CPA,346143,LevelUp AU FB mix ios-PWA\apps + android-PWA ,803778,a657f93ff,AU,260jubc1f9fdg,,,,49,2025-06-05 00:00:00 UTC,0,0,0,0,EUR,1,56.82,2,113.64,0,0.00,235,113.55,0.00,450.48,280.11
27562140,951100,2024-03-03 00:00:00 UTC,2025-05-31 00:00:00 UTC,149232,Rockit Media FB,nazar.b@rockitmedia.io,1. FB 2. Affiliate CPA,378945,FB PWA Android AU 190EUR,840890,a00b3dcc3,AU,295hv6h3sjtc~~~43aa7226-51b4-42b9-81eb-cfed0c8cd4ed,android,VladD-AUpic4,460,,2025-05-31 00:00:00 UTC,0,0,0,0,EUR,1,8.50,1,8.50,0,0.00,100,8.47,0.00,17.12,8.65
